archivo,ruta_juego,base,tier,regla_colocacion,integracion,ancho_px,alto_px,modo,bbox_alfa
icons/ca_boots_light_t2.png,graphics/caelum/icons/ca_boots_light_t2.png,ca_boots_light,2,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(11, 8, 117, 120)"
icons/ca_boots_light_t3.png,graphics/caelum/icons/ca_boots_light_t3.png,ca_boots_light,3,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(11, 8, 117, 120)"
icons/ca_boots_medium_t2.png,graphics/caelum/icons/ca_boots_medium_t2.png,ca_boots_medium,2,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(11, 8, 116, 120)"
icons/ca_boots_medium_t3.png,graphics/caelum/icons/ca_boots_medium_t3.png,ca_boots_medium,3,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(12, 8, 116, 120)"
icons/ca_boots_t2.png,graphics/caelum/icons/ca_boots_t2.png,ca_boots,2,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(15, 8, 112, 120)"
icons/ca_boots_t3.png,graphics/caelum/icons/ca_boots_t3.png,ca_boots,3,paired_ankles,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(15, 8, 112, 120)"
icons/ca_carbine_t2.png,graphics/caelum/icons/ca_carbine_t2.png,ca_carbine,2,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(21, 8, 106, 120)"
icons/ca_carbine_t3.png,graphics/caelum/icons/ca_carbine_t3.png,ca_carbine,3,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(22, 8, 106, 120)"
icons/ca_crossbow_t2.png,graphics/caelum/icons/ca_crossbow_t2.png,ca_crossbow,2,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 119)"
icons/ca_crossbow_t3.png,graphics/caelum/icons/ca_crossbow_t3.png,ca_crossbow,3,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 9, 120, 118)"
icons/ca_dagger_t2.png,graphics/caelum/icons/ca_dagger_t2.png,ca_dagger,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(19, 8, 108, 120)"
icons/ca_dagger_t3.png,graphics/caelum/icons/ca_dagger_t3.png,ca_dagger,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(21, 8, 106, 120)"
icons/ca_flail_t2.png,graphics/caelum/icons/ca_flail_t2.png,ca_flail,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 18, 120, 110)"
icons/ca_flail_t3.png,graphics/caelum/icons/ca_flail_t3.png,ca_flail,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 16, 120, 111)"
icons/ca_giant_gauntlets.png,graphics/caelum/icons/ca_giant_gauntlets.png,ca_giant_gauntlets,1,paired_wrists,Pareja de guanteletes: anatomía recompuesta,128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_giant_gauntlets_t2.png,graphics/caelum/icons/ca_giant_gauntlets_t2.png,ca_giant_gauntlets,2,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_giant_gauntlets_t3.png,graphics/caelum/icons/ca_giant_gauntlets_t3.png,ca_giant_gauntlets,3,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_gloves_heavy_t2.png,graphics/caelum/icons/ca_gloves_heavy_t2.png,ca_gloves_heavy,2,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 11, 120, 116)"
icons/ca_gloves_heavy_t3.png,graphics/caelum/icons/ca_gloves_heavy_t3.png,ca_gloves_heavy,3,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 12, 120, 116)"
icons/ca_gloves_light_t2.png,graphics/caelum/icons/ca_gloves_light_t2.png,ca_gloves_light,2,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 15, 120, 112)"
icons/ca_gloves_light_t3.png,graphics/caelum/icons/ca_gloves_light_t3.png,ca_gloves_light,3,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 15, 120, 113)"
icons/ca_gloves_medium_t2.png,graphics/caelum/icons/ca_gloves_medium_t2.png,ca_gloves_medium,2,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 16, 120, 112)"
icons/ca_gloves_medium_t3.png,graphics/caelum/icons/ca_gloves_medium_t3.png,ca_gloves_medium,3,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 18, 120, 110)"
icons/ca_gloves_t2.png,graphics/caelum/icons/ca_gloves_t2.png,ca_gloves,2,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(10, 8, 117, 120)"
icons/ca_gloves_t3.png,graphics/caelum/icons/ca_gloves_t3.png,ca_gloves,3,paired_wrists,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(10, 8, 117, 120)"
icons/ca_greatsword_t2.png,graphics/caelum/icons/ca_greatsword_t2.png,ca_greatsword,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(15, 8, 113, 120)"
icons/ca_greatsword_t3.png,graphics/caelum/icons/ca_greatsword_t3.png,ca_greatsword,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(19, 8, 108, 120)"
icons/ca_halberd_t2.png,graphics/caelum/icons/ca_halberd_t2.png,ca_halberd,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(9, 8, 119, 120)"
icons/ca_halberd_t3.png,graphics/caelum/icons/ca_halberd_t3.png,ca_halberd,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 11, 120, 116)"
icons/ca_hatchet_t2.png,graphics/caelum/icons/ca_hatchet_t2.png,ca_hatchet,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(19, 8, 108, 120)"
icons/ca_hatchet_t3.png,graphics/caelum/icons/ca_hatchet_t3.png,ca_hatchet,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(20, 8, 108, 120)"
icons/ca_helmet_light_t2.png,graphics/caelum/icons/ca_helmet_light_t2.png,ca_helmet_light,2,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 110, 120)"
icons/ca_helmet_light_t3.png,graphics/caelum/icons/ca_helmet_light_t3.png,ca_helmet_light,3,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 110, 120)"
icons/ca_helmet_magic_t2.png,graphics/caelum/icons/ca_helmet_magic_t2.png,ca_helmet_magic,2,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(13, 8, 114, 120)"
icons/ca_helmet_magic_t3.png,graphics/caelum/icons/ca_helmet_magic_t3.png,ca_helmet_magic,3,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(14, 8, 114, 120)"
icons/ca_helmet_medium_t2.png,graphics/caelum/icons/ca_helmet_medium_t2.png,ca_helmet_medium,2,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(18, 8, 110, 120)"
icons/ca_helmet_medium_t3.png,graphics/caelum/icons/ca_helmet_medium_t3.png,ca_helmet_medium,3,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(19, 8, 109, 120)"
icons/ca_helmet_t2.png,graphics/caelum/icons/ca_helmet_t2.png,ca_helmet,2,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 111, 120)"
icons/ca_helmet_t3.png,graphics/caelum/icons/ca_helmet_t3.png,ca_helmet,3,forehead_center,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 110, 120)"
icons/ca_javelin_t2.png,graphics/caelum/icons/ca_javelin_t2.png,ca_javelin,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 11, 120, 117)"
icons/ca_javelin_t3.png,graphics/caelum/icons/ca_javelin_t3.png,ca_javelin,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 10, 120, 118)"
icons/ca_longbow_t2.png,graphics/caelum/icons/ca_longbow_t2.png,ca_longbow,2,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(24, 8, 104, 120)"
icons/ca_longbow_t3.png,graphics/caelum/icons/ca_longbow_t3.png,ca_longbow,3,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(24, 8, 104, 120)"
icons/ca_machete_t2.png,graphics/caelum/icons/ca_machete_t2.png,ca_machete,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(15, 8, 112, 120)"
icons/ca_machete_t3.png,graphics/caelum/icons/ca_machete_t3.png,ca_machete,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 111, 120)"
icons/ca_shield_buckler_t2.png,graphics/caelum/icons/ca_shield_buckler_t2.png,ca_shield_buckler,2,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 119)"
icons/ca_shield_buckler_t3.png,graphics/caelum/icons/ca_shield_buckler_t3.png,ca_shield_buckler,3,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 119, 120)"
icons/ca_shield_kite_t2.png,graphics/caelum/icons/ca_shield_kite_t2.png,ca_shield_kite,2,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(29, 8, 98, 120)"
icons/ca_shield_kite_t3.png,graphics/caelum/icons/ca_shield_kite_t3.png,ca_shield_kite,3,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(29, 8, 99, 120)"
icons/ca_shield_magic_t2.png,graphics/caelum/icons/ca_shield_magic_t2.png,ca_shield_magic,2,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_shield_magic_t3.png,graphics/caelum/icons/ca_shield_magic_t3.png,ca_shield_magic,3,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_shield_tower_t2.png,graphics/caelum/icons/ca_shield_tower_t2.png,ca_shield_tower,2,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(31, 8, 96, 120)"
icons/ca_shield_tower_t3.png,graphics/caelum/icons/ca_shield_tower_t3.png,ca_shield_tower,3,centered_heraldry,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(30, 8, 97, 120)"
icons/ca_spear_t2.png,graphics/caelum/icons/ca_spear_t2.png,ca_spear,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 11, 120, 116)"
icons/ca_spear_t3.png,graphics/caelum/icons/ca_spear_t3.png,ca_spear,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 11, 120, 116)"
icons/ca_staff_t2.png,graphics/caelum/icons/ca_staff_t2.png,ca_staff,2,secondary_surface_clear_of_focus,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(26, 8, 101, 120)"
icons/ca_staff_t3.png,graphics/caelum/icons/ca_staff_t3.png,ca_staff,3,secondary_surface_clear_of_focus,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(26, 8, 101, 120)"
icons/ca_standard_bow_t2.png,graphics/caelum/icons/ca_standard_bow_t2.png,ca_standard_bow,2,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(23, 8, 105, 120)"
icons/ca_standard_bow_t3.png,graphics/caelum/icons/ca_standard_bow_t3.png,ca_standard_bow,3,lateral_mount,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(21, 8, 106, 120)"
icons/ca_statuette_t2.png,graphics/caelum/icons/ca_statuette_t2.png,ca_statuette,2,secondary_surface_clear_of_focus,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(38, 8, 90, 120)"
icons/ca_statuette_t3.png,graphics/caelum/icons/ca_statuette_t3.png,ca_statuette,3,secondary_surface_clear_of_focus,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(36, 8, 91, 120)"
icons/ca_sword_t2.png,graphics/caelum/icons/ca_sword_t2.png,ca_sword,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(8, 8, 120, 120)"
icons/ca_sword_t3.png,graphics/caelum/icons/ca_sword_t3.png,ca_sword,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(9, 8, 118, 120)"
icons/ca_war_axe_t2.png,graphics/caelum/icons/ca_war_axe_t2.png,ca_war_axe,2,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(18, 8, 110, 120)"
icons/ca_war_axe_t3.png,graphics/caelum/icons/ca_war_axe_t3.png,ca_war_axe,3,handle_near_active_head,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(18, 8, 110, 120)"
icons/jewelry/ca_amulet_emerald_t2.png,graphics/caelum/icons/jewelry/ca_amulet_emerald_t2.png,ca_amulet_emerald,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(31, 8, 96, 120)"
icons/jewelry/ca_amulet_emerald_t3.png,graphics/caelum/icons/jewelry/ca_amulet_emerald_t3.png,ca_amulet_emerald,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(22, 8, 106, 120)"
icons/jewelry/ca_amulet_ruby_t2.png,graphics/caelum/icons/jewelry/ca_amulet_ruby_t2.png,ca_amulet_ruby,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(30, 8, 97, 120)"
icons/jewelry/ca_amulet_ruby_t3.png,graphics/caelum/icons/jewelry/ca_amulet_ruby_t3.png,ca_amulet_ruby,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(28, 8, 99, 120)"
icons/jewelry/ca_amulet_sapphire_t2.png,graphics/caelum/icons/jewelry/ca_amulet_sapphire_t2.png,ca_amulet_sapphire,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(30, 8, 97, 120)"
icons/jewelry/ca_amulet_sapphire_t3.png,graphics/caelum/icons/jewelry/ca_amulet_sapphire_t3.png,ca_amulet_sapphire,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(25, 8, 102, 120)"
icons/jewelry/ca_amulet_topaz_t2.png,graphics/caelum/icons/jewelry/ca_amulet_topaz_t2.png,ca_amulet_topaz,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(29, 8, 98, 120)"
icons/jewelry/ca_amulet_topaz_t3.png,graphics/caelum/icons/jewelry/ca_amulet_topaz_t3.png,ca_amulet_topaz,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(28, 8, 99, 120)"
icons/jewelry/ca_seal_air_t2.png,graphics/caelum/icons/jewelry/ca_seal_air_t2.png,ca_seal_air,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(20, 8, 108, 120)"
icons/jewelry/ca_seal_air_t3.png,graphics/caelum/icons/jewelry/ca_seal_air_t3.png,ca_seal_air,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(16, 8, 111, 120)"
icons/jewelry/ca_seal_earth_t2.png,graphics/caelum/icons/jewelry/ca_seal_earth_t2.png,ca_seal_earth,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(20, 8, 107, 120)"
icons/jewelry/ca_seal_earth_t3.png,graphics/caelum/icons/jewelry/ca_seal_earth_t3.png,ca_seal_earth,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(16, 8, 112, 120)"
icons/jewelry/ca_seal_fire_t2.png,graphics/caelum/icons/jewelry/ca_seal_fire_t2.png,ca_seal_fire,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(23, 8, 104, 120)"
icons/jewelry/ca_seal_fire_t3.png,graphics/caelum/icons/jewelry/ca_seal_fire_t3.png,ca_seal_fire,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 111, 120)"
icons/jewelry/ca_seal_quintessence_t2.png,graphics/caelum/icons/jewelry/ca_seal_quintessence_t2.png,ca_seal_quintessence,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(15, 8, 112, 120)"
icons/jewelry/ca_seal_quintessence_t3.png,graphics/caelum/icons/jewelry/ca_seal_quintessence_t3.png,ca_seal_quintessence,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(14, 8, 114, 120)"
icons/jewelry/ca_seal_water_t2.png,graphics/caelum/icons/jewelry/ca_seal_water_t2.png,ca_seal_water,2,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(22, 8, 106, 120)"
icons/jewelry/ca_seal_water_t3.png,graphics/caelum/icons/jewelry/ca_seal_water_t3.png,ca_seal_water,3,rear_ornamental_frame,"Herraje redibujado con perspectiva local, curvatura y luz",128,128,RGBA,"(17, 8, 110, 120)"
