personaje,pose,cuadro,rotacion,archivo,ancho,alto,offset_x,offset_y,visible_bounds
ronnie,agachado,C,2,src/sprites/caelum/rest/ronnie/RSROC2.png,256,256,128,244,"84,133,172,244"
ronnie,agachado,C,3,src/sprites/caelum/rest/ronnie/RSROC3.png,256,256,128,244,"86,131,169,244"
ronnie,agachado,C,4,src/sprites/caelum/rest/ronnie/RSROC4.png,256,256,128,244,"82,134,173,244"
ronnie,agachado,C,5,src/sprites/caelum/rest/ronnie/RSROC5.png,256,256,128,244,"83,134,172,244"
ronnie,agachado,C,6,src/sprites/caelum/rest/ronnie/RSROC6.png,256,256,128,244,"82,131,173,244"
ronnie,agachado,C,7,src/sprites/caelum/rest/ronnie/RSROC7.png,256,256,128,244,"86,131,170,244"
ronnie,agachado,C,8,src/sprites/caelum/rest/ronnie/RSROC8.png,256,256,128,244,"84,131,171,244"
ronnie,caminar_agachado,D,1,src/sprites/caelum/rest/ronnie/RSROD1.png,256,256,128,244,"82,137,166,244"
ronnie,caminar_agachado,E,1,src/sprites/caelum/rest/ronnie/RSROE1.png,256,256,128,244,"83,137,169,244"
ronnie,caminar_agachado,F,1,src/sprites/caelum/rest/ronnie/RSROF1.png,256,256,128,244,"85,136,173,244"
ronnie,caminar_agachado,G,1,src/sprites/caelum/rest/ronnie/RSROG1.png,256,256,128,244,"85,139,171,244"
ronnie,caminar_agachado,D,2,src/sprites/caelum/rest/ronnie/RSROD2.png,256,256,128,244,"78,131,180,244"
ronnie,caminar_agachado,E,2,src/sprites/caelum/rest/ronnie/RSROE2.png,256,256,128,244,"81,135,182,244"
ronnie,caminar_agachado,F,2,src/sprites/caelum/rest/ronnie/RSROF2.png,256,256,128,244,"78,129,171,244"
ronnie,caminar_agachado,G,2,src/sprites/caelum/rest/ronnie/RSROG2.png,256,256,128,244,"81,132,178,244"
ronnie,caminar_agachado,D,3,src/sprites/caelum/rest/ronnie/RSROD3.png,256,256,128,244,"78,132,178,244"
ronnie,caminar_agachado,E,3,src/sprites/caelum/rest/ronnie/RSROE3.png,256,256,128,244,"81,132,176,244"
ronnie,caminar_agachado,F,3,src/sprites/caelum/rest/ronnie/RSROF3.png,256,256,128,244,"75,132,181,244"
ronnie,caminar_agachado,G,3,src/sprites/caelum/rest/ronnie/RSROG3.png,256,256,128,244,"82,135,172,244"
ronnie,caminar_agachado,D,4,src/sprites/caelum/rest/ronnie/RSROD4.png,256,256,128,244,"80,132,177,244"
ronnie,caminar_agachado,E,4,src/sprites/caelum/rest/ronnie/RSROE4.png,256,256,128,244,"85,136,175,244"
ronnie,caminar_agachado,F,4,src/sprites/caelum/rest/ronnie/RSROF4.png,256,256,128,244,"82,130,179,244"
ronnie,caminar_agachado,G,4,src/sprites/caelum/rest/ronnie/RSROG4.png,256,256,128,244,"79,135,175,244"
ronnie,caminar_agachado,D,5,src/sprites/caelum/rest/ronnie/RSROD5.png,256,256,128,244,"78,129,174,244"
ronnie,caminar_agachado,E,5,src/sprites/caelum/rest/ronnie/RSROE5.png,256,256,128,244,"81,134,173,244"
ronnie,caminar_agachado,F,5,src/sprites/caelum/rest/ronnie/RSROF5.png,256,256,128,244,"77,129,173,244"
ronnie,caminar_agachado,G,5,src/sprites/caelum/rest/ronnie/RSROG5.png,256,256,128,244,"77,134,173,244"
ronnie,caminar_agachado,D,6,src/sprites/caelum/rest/ronnie/RSROD6.png,256,256,128,244,"70,132,184,244"
ronnie,caminar_agachado,E,6,src/sprites/caelum/rest/ronnie/RSROE6.png,256,256,128,244,"76,131,181,244"
ronnie,caminar_agachado,F,6,src/sprites/caelum/rest/ronnie/RSROF6.png,256,256,128,244,"77,131,183,244"
ronnie,caminar_agachado,G,6,src/sprites/caelum/rest/ronnie/RSROG6.png,256,256,128,244,"76,131,180,244"
ronnie,caminar_agachado,D,7,src/sprites/caelum/rest/ronnie/RSROD7.png,256,256,128,244,"75,128,184,244"
ronnie,caminar_agachado,E,7,src/sprites/caelum/rest/ronnie/RSROE7.png,256,256,128,244,"78,129,182,244"
ronnie,caminar_agachado,F,7,src/sprites/caelum/rest/ronnie/RSROF7.png,256,256,128,244,"76,127,185,244"
ronnie,caminar_agachado,G,7,src/sprites/caelum/rest/ronnie/RSROG7.png,256,256,128,244,"74,128,182,244"
ronnie,caminar_agachado,D,8,src/sprites/caelum/rest/ronnie/RSROD8.png,256,256,128,244,"74,131,180,244"
ronnie,caminar_agachado,E,8,src/sprites/caelum/rest/ronnie/RSROE8.png,256,256,128,244,"78,132,181,244"
ronnie,caminar_agachado,F,8,src/sprites/caelum/rest/ronnie/RSROF8.png,256,256,128,244,"70,130,184,244"
ronnie,caminar_agachado,G,8,src/sprites/caelum/rest/ronnie/RSROG8.png,256,256,128,244,"72,133,180,244"
argento,sentado_sin_silla,A,1,src/sprites/caelum/rest/argento/RSARA1.png,256,256,128,244,"78,104,177,244"
argento,sentado_sin_silla,A,2,src/sprites/caelum/rest/argento/RSARA2.png,256,256,128,244,"76,99,180,244"
argento,sentado_sin_silla,A,3,src/sprites/caelum/rest/argento/RSARA3.png,256,256,128,244,"77,100,178,244"
argento,sentado_sin_silla,A,4,src/sprites/caelum/rest/argento/RSARA4.png,256,256,128,244,"79,105,176,244"
argento,sentado_sin_silla,A,5,src/sprites/caelum/rest/argento/RSARA5.png,256,256,128,244,"82,110,173,244"
argento,sentado_sin_silla,A,6,src/sprites/caelum/rest/argento/RSARA6.png,256,256,128,244,"75,108,180,244"
argento,sentado_sin_silla,A,7,src/sprites/caelum/rest/argento/RSARA7.png,256,256,128,244,"76,104,179,244"
argento,sentado_sin_silla,A,8,src/sprites/caelum/rest/argento/RSARA8.png,256,256,128,244,"76,101,179,244"
argento,agachado,C,1,src/sprites/caelum/rest/argento/RSARC1.png,256,256,128,244,"76,133,180,244"
argento,agachado,C,2,src/sprites/caelum/rest/argento/RSARC2.png,256,256,128,244,"78,132,177,244"
argento,agachado,C,3,src/sprites/caelum/rest/argento/RSARC3.png,256,256,128,244,"81,129,175,244"
argento,agachado,C,4,src/sprites/caelum/rest/argento/RSARC4.png,256,256,128,244,"78,133,177,244"
argento,agachado,C,5,src/sprites/caelum/rest/argento/RSARC5.png,256,256,128,244,"76,132,180,244"
argento,agachado,C,6,src/sprites/caelum/rest/argento/RSARC6.png,256,256,128,244,"78,132,178,244"
argento,agachado,C,7,src/sprites/caelum/rest/argento/RSARC7.png,256,256,128,244,"80,131,176,244"
argento,agachado,C,8,src/sprites/caelum/rest/argento/RSARC8.png,256,256,128,244,"76,129,180,244"
argento,caminar_agachado,D,1,src/sprites/caelum/rest/argento/RSARD1.png,256,256,128,244,"81,135,174,244"
argento,caminar_agachado,E,1,src/sprites/caelum/rest/argento/RSARE1.png,256,256,128,244,"83,137,171,244"
argento,caminar_agachado,F,1,src/sprites/caelum/rest/argento/RSARF1.png,256,256,128,244,"72,135,177,244"
argento,caminar_agachado,G,1,src/sprites/caelum/rest/argento/RSARG1.png,256,256,128,244,"82,135,169,244"
argento,caminar_agachado,D,2,src/sprites/caelum/rest/argento/RSARD2.png,256,256,128,244,"73,132,181,244"
argento,caminar_agachado,E,2,src/sprites/caelum/rest/argento/RSARE2.png,256,256,128,244,"76,132,180,244"
argento,caminar_agachado,F,2,src/sprites/caelum/rest/argento/RSARF2.png,256,256,128,244,"72,129,185,244"
argento,caminar_agachado,G,2,src/sprites/caelum/rest/argento/RSARG2.png,256,256,128,244,"78,132,176,244"
argento,caminar_agachado,D,3,src/sprites/caelum/rest/argento/RSARD3.png,256,256,128,244,"76,135,177,244"
argento,caminar_agachado,E,3,src/sprites/caelum/rest/argento/RSARE3.png,256,256,128,244,"80,134,176,244"
argento,caminar_agachado,F,3,src/sprites/caelum/rest/argento/RSARF3.png,256,256,128,244,"79,132,184,244"
argento,caminar_agachado,G,3,src/sprites/caelum/rest/argento/RSARG3.png,256,256,128,244,"82,133,178,244"
argento,caminar_agachado,D,4,src/sprites/caelum/rest/argento/RSARD4.png,256,256,128,244,"74,132,188,244"
argento,caminar_agachado,E,4,src/sprites/caelum/rest/argento/RSARE4.png,256,256,128,244,"73,130,187,244"
argento,caminar_agachado,F,4,src/sprites/caelum/rest/argento/RSARF4.png,256,256,128,244,"78,132,185,244"
argento,caminar_agachado,G,4,src/sprites/caelum/rest/argento/RSARG4.png,256,256,128,244,"74,132,182,244"
argento,caminar_agachado,D,5,src/sprites/caelum/rest/argento/RSARD5.png,256,256,128,244,"79,129,172,244"
argento,caminar_agachado,E,5,src/sprites/caelum/rest/argento/RSARE5.png,256,256,128,244,"83,131,172,244"
argento,caminar_agachado,F,5,src/sprites/caelum/rest/argento/RSARF5.png,256,256,128,244,"80,130,180,244"
argento,caminar_agachado,G,5,src/sprites/caelum/rest/argento/RSARG5.png,256,256,128,244,"85,131,182,244"
argento,caminar_agachado,D,6,src/sprites/caelum/rest/argento/RSARD6.png,256,256,128,244,"78,132,176,244"
argento,caminar_agachado,E,6,src/sprites/caelum/rest/argento/RSARE6.png,256,256,128,244,"82,133,175,244"
argento,caminar_agachado,F,6,src/sprites/caelum/rest/argento/RSARF6.png,256,256,128,244,"75,133,173,244"
argento,caminar_agachado,G,6,src/sprites/caelum/rest/argento/RSARG6.png,256,256,128,244,"81,132,175,244"
argento,caminar_agachado,D,7,src/sprites/caelum/rest/argento/RSARD7.png,256,256,128,244,"75,129,183,244"
argento,caminar_agachado,E,7,src/sprites/caelum/rest/argento/RSARE7.png,256,256,128,244,"83,131,182,244"
argento,caminar_agachado,F,7,src/sprites/caelum/rest/argento/RSARF7.png,256,256,128,244,"72,129,183,244"
argento,caminar_agachado,G,7,src/sprites/caelum/rest/argento/RSARG7.png,256,256,128,244,"81,131,183,244"
argento,caminar_agachado,D,8,src/sprites/caelum/rest/argento/RSARD8.png,256,256,128,244,"79,130,182,244"
argento,caminar_agachado,E,8,src/sprites/caelum/rest/argento/RSARE8.png,256,256,128,244,"80,135,182,244"
argento,caminar_agachado,F,8,src/sprites/caelum/rest/argento/RSARF8.png,256,256,128,244,"76,131,175,244"
argento,caminar_agachado,G,8,src/sprites/caelum/rest/argento/RSARG8.png,256,256,128,244,"82,138,184,244"
caella,sentado_sin_silla,A,1,src/sprites/caelum/rest/caella/RSCAA1.png,256,256,128,244,"82,104,174,244"
caella,sentado_sin_silla,A,2,src/sprites/caelum/rest/caella/RSCAA2.png,256,256,128,244,"76,102,179,244"
caella,sentado_sin_silla,A,3,src/sprites/caelum/rest/caella/RSCAA3.png,256,256,128,244,"79,104,177,244"
caella,sentado_sin_silla,A,4,src/sprites/caelum/rest/caella/RSCAA4.png,256,256,128,244,"77,108,178,244"
caella,sentado_sin_silla,A,5,src/sprites/caelum/rest/caella/RSCAA5.png,256,256,128,244,"80,107,175,244"
caella,sentado_sin_silla,A,6,src/sprites/caelum/rest/caella/RSCAA6.png,256,256,128,244,"76,106,179,244"
caella,sentado_sin_silla,A,7,src/sprites/caelum/rest/caella/RSCAA7.png,256,256,128,244,"79,102,176,244"
caella,sentado_sin_silla,A,8,src/sprites/caelum/rest/caella/RSCAA8.png,256,256,128,244,"76,100,180,244"
caella,agachado,C,1,src/sprites/caelum/rest/caella/RSCAC1.png,256,256,128,244,"78,135,178,244"
caella,agachado,C,2,src/sprites/caelum/rest/caella/RSCAC2.png,256,256,128,244,"82,132,173,244"
caella,agachado,C,3,src/sprites/caelum/rest/caella/RSCAC3.png,256,256,128,244,"86,131,169,244"
caella,agachado,C,4,src/sprites/caelum/rest/caella/RSCAC4.png,256,256,128,244,"82,132,174,244"
caella,agachado,C,5,src/sprites/caelum/rest/caella/RSCAC5.png,256,256,128,244,"78,134,177,244"
caella,agachado,C,6,src/sprites/caelum/rest/caella/RSCAC6.png,256,256,128,244,"78,132,177,244"
caella,agachado,C,7,src/sprites/caelum/rest/caella/RSCAC7.png,256,256,128,244,"84,131,171,244"
caella,agachado,C,8,src/sprites/caelum/rest/caella/RSCAC8.png,256,256,128,244,"80,130,176,244"
caella,caminar_agachado,D,1,src/sprites/caelum/rest/caella/RSCAD1.png,256,256,128,244,"77,137,181,244"
caella,caminar_agachado,E,1,src/sprites/caelum/rest/caella/RSCAE1.png,256,256,128,244,"79,142,178,244"
caella,caminar_agachado,F,1,src/sprites/caelum/rest/caella/RSCAF1.png,256,256,128,244,"77,136,179,244"
caella,caminar_agachado,G,1,src/sprites/caelum/rest/caella/RSCAG1.png,256,256,128,244,"78,141,180,244"
caella,caminar_agachado,D,2,src/sprites/caelum/rest/caella/RSCAD2.png,256,256,128,244,"79,131,179,244"
caella,caminar_agachado,E,2,src/sprites/caelum/rest/caella/RSCAE2.png,256,256,128,244,"80,132,179,244"
caella,caminar_agachado,F,2,src/sprites/caelum/rest/caella/RSCAF2.png,256,256,128,244,"81,131,181,244"
caella,caminar_agachado,G,2,src/sprites/caelum/rest/caella/RSCAG2.png,256,256,128,244,"81,132,176,244"
caella,caminar_agachado,D,3,src/sprites/caelum/rest/caella/RSCAD3.png,256,256,128,244,"84,134,180,244"
caella,caminar_agachado,E,3,src/sprites/caelum/rest/caella/RSCAE3.png,256,256,128,244,"86,136,180,244"
caella,caminar_agachado,F,3,src/sprites/caelum/rest/caella/RSCAF3.png,256,256,128,244,"85,134,183,244"
caella,caminar_agachado,G,3,src/sprites/caelum/rest/caella/RSCAG3.png,256,256,128,244,"84,134,173,244"
caella,caminar_agachado,D,4,src/sprites/caelum/rest/caella/RSCAD4.png,256,256,128,244,"80,129,182,244"
caella,caminar_agachado,E,4,src/sprites/caelum/rest/caella/RSCAE4.png,256,256,128,244,"79,129,177,244"
caella,caminar_agachado,F,4,src/sprites/caelum/rest/caella/RSCAF4.png,256,256,128,244,"78,129,180,244"
caella,caminar_agachado,G,4,src/sprites/caelum/rest/caella/RSCAG4.png,256,256,128,244,"79,128,180,244"
caella,caminar_agachado,D,5,src/sprites/caelum/rest/caella/RSCAD5.png,256,256,128,244,"77,135,180,244"
caella,caminar_agachado,E,5,src/sprites/caelum/rest/caella/RSCAE5.png,256,256,128,244,"86,137,175,244"
caella,caminar_agachado,F,5,src/sprites/caelum/rest/caella/RSCAF5.png,256,256,128,244,"78,134,177,244"
caella,caminar_agachado,G,5,src/sprites/caelum/rest/caella/RSCAG5.png,256,256,128,244,"82,135,177,244"
caella,caminar_agachado,D,6,src/sprites/caelum/rest/caella/RSCAD6.png,256,256,128,244,"75,135,183,244"
caella,caminar_agachado,E,6,src/sprites/caelum/rest/caella/RSCAE6.png,256,256,128,244,"82,135,182,244"
caella,caminar_agachado,F,6,src/sprites/caelum/rest/caella/RSCAF6.png,256,256,128,244,"75,129,182,244"
caella,caminar_agachado,G,6,src/sprites/caelum/rest/caella/RSCAG6.png,256,256,128,244,"81,135,181,244"
caella,caminar_agachado,D,7,src/sprites/caelum/rest/caella/RSCAD7.png,256,256,128,244,"71,130,188,244"
caella,caminar_agachado,E,7,src/sprites/caelum/rest/caella/RSCAE7.png,256,256,128,244,"76,132,183,244"
caella,caminar_agachado,F,7,src/sprites/caelum/rest/caella/RSCAF7.png,256,256,128,244,"73,130,186,244"
caella,caminar_agachado,G,7,src/sprites/caelum/rest/caella/RSCAG7.png,256,256,128,244,"78,130,181,244"
caella,caminar_agachado,D,8,src/sprites/caelum/rest/caella/RSCAD8.png,256,256,128,244,"75,130,185,244"
caella,caminar_agachado,E,8,src/sprites/caelum/rest/caella/RSCAE8.png,256,256,128,244,"75,130,185,244"
caella,caminar_agachado,F,8,src/sprites/caelum/rest/caella/RSCAF8.png,256,256,128,244,"75,131,184,244"
caella,caminar_agachado,G,8,src/sprites/caelum/rest/caella/RSCAG8.png,256,256,128,244,"80,130,181,244"
domingo,sentado_sin_silla,A,1,src/sprites/caelum/rest/domingo/RSDOA1.png,256,256,128,244,"83,102,173,244"
domingo,sentado_sin_silla,A,2,src/sprites/caelum/rest/domingo/RSDOA2.png,256,256,128,244,"79,102,176,244"
domingo,sentado_sin_silla,A,3,src/sprites/caelum/rest/domingo/RSDOA3.png,256,256,128,244,"84,103,172,244"
domingo,sentado_sin_silla,A,4,src/sprites/caelum/rest/domingo/RSDOA4.png,256,256,128,244,"78,107,178,244"
domingo,sentado_sin_silla,A,5,src/sprites/caelum/rest/domingo/RSDOA5.png,256,256,128,244,"84,106,172,244"
domingo,sentado_sin_silla,A,6,src/sprites/caelum/rest/domingo/RSDOA6.png,256,256,128,244,"77,105,178,244"
domingo,sentado_sin_silla,A,7,src/sprites/caelum/rest/domingo/RSDOA7.png,256,256,128,244,"81,105,174,244"
domingo,sentado_sin_silla,A,8,src/sprites/caelum/rest/domingo/RSDOA8.png,256,256,128,244,"80,101,175,244"
domingo,agachado,C,1,src/sprites/caelum/rest/domingo/RSDOC1.png,256,256,128,244,"80,135,175,244"
domingo,agachado,C,2,src/sprites/caelum/rest/domingo/RSDOC2.png,256,256,128,244,"79,134,176,244"
domingo,agachado,C,3,src/sprites/caelum/rest/domingo/RSDOC3.png,256,256,128,244,"84,134,172,244"
domingo,agachado,C,4,src/sprites/caelum/rest/domingo/RSDOC4.png,256,256,128,244,"77,134,178,244"
domingo,agachado,C,5,src/sprites/caelum/rest/domingo/RSDOC5.png,256,256,128,244,"79,128,177,244"
domingo,agachado,C,6,src/sprites/caelum/rest/domingo/RSDOC6.png,256,256,128,244,"76,130,179,244"
domingo,agachado,C,7,src/sprites/caelum/rest/domingo/RSDOC7.png,256,256,128,244,"82,130,173,244"
domingo,agachado,C,8,src/sprites/caelum/rest/domingo/RSDOC8.png,256,256,128,244,"80,129,175,244"
domingo,caminar_agachado,D,1,src/sprites/caelum/rest/domingo/RSDOD1.png,256,256,128,244,"83,124,176,244"
domingo,caminar_agachado,E,1,src/sprites/caelum/rest/domingo/RSDOE1.png,256,256,128,244,"87,131,171,244"
domingo,caminar_agachado,F,1,src/sprites/caelum/rest/domingo/RSDOF1.png,256,256,128,244,"84,125,174,244"
domingo,caminar_agachado,G,1,src/sprites/caelum/rest/domingo/RSDOG1.png,256,256,128,244,"85,129,174,244"
domingo,caminar_agachado,D,2,src/sprites/caelum/rest/domingo/RSDOD2.png,256,256,128,244,"75,126,187,244"
domingo,caminar_agachado,E,2,src/sprites/caelum/rest/domingo/RSDOE2.png,256,256,128,244,"78,131,180,244"
domingo,caminar_agachado,F,2,src/sprites/caelum/rest/domingo/RSDOF2.png,256,256,128,244,"71,127,183,244"
domingo,caminar_agachado,G,2,src/sprites/caelum/rest/domingo/RSDOG2.png,256,256,128,244,"74,125,184,244"
domingo,caminar_agachado,D,3,src/sprites/caelum/rest/domingo/RSDOD3.png,256,256,128,244,"74,132,175,244"
domingo,caminar_agachado,E,3,src/sprites/caelum/rest/domingo/RSDOE3.png,256,256,128,244,"75,131,176,244"
domingo,caminar_agachado,F,3,src/sprites/caelum/rest/domingo/RSDOF3.png,256,256,128,244,"75,132,173,244"
domingo,caminar_agachado,G,3,src/sprites/caelum/rest/domingo/RSDOG3.png,256,256,128,244,"76,131,173,244"
domingo,caminar_agachado,D,4,src/sprites/caelum/rest/domingo/RSDOD4.png,256,256,128,244,"70,124,179,244"
domingo,caminar_agachado,E,4,src/sprites/caelum/rest/domingo/RSDOE4.png,256,256,128,244,"74,127,176,244"
domingo,caminar_agachado,F,4,src/sprites/caelum/rest/domingo/RSDOF4.png,256,256,128,244,"71,123,182,244"
domingo,caminar_agachado,G,4,src/sprites/caelum/rest/domingo/RSDOG4.png,256,256,128,244,"72,124,177,244"
domingo,caminar_agachado,D,5,src/sprites/caelum/rest/domingo/RSDOD5.png,256,256,128,244,"87,133,170,244"
domingo,caminar_agachado,E,5,src/sprites/caelum/rest/domingo/RSDOE5.png,256,256,128,244,"89,140,167,244"
domingo,caminar_agachado,F,5,src/sprites/caelum/rest/domingo/RSDOF5.png,256,256,128,244,"87,132,170,244"
domingo,caminar_agachado,G,5,src/sprites/caelum/rest/domingo/RSDOG5.png,256,256,128,244,"88,139,169,244"
domingo,caminar_agachado,D,6,src/sprites/caelum/rest/domingo/RSDOD6.png,256,256,128,244,"76,133,182,244"
domingo,caminar_agachado,E,6,src/sprites/caelum/rest/domingo/RSDOE6.png,256,256,128,244,"83,138,177,244"
domingo,caminar_agachado,F,6,src/sprites/caelum/rest/domingo/RSDOF6.png,256,256,128,244,"78,133,182,244"
domingo,caminar_agachado,G,6,src/sprites/caelum/rest/domingo/RSDOG6.png,256,256,128,244,"80,136,179,244"
domingo,caminar_agachado,D,7,src/sprites/caelum/rest/domingo/RSDOD7.png,256,256,128,244,"79,136,188,244"
domingo,caminar_agachado,E,7,src/sprites/caelum/rest/domingo/RSDOE7.png,256,256,128,244,"83,141,182,244"
domingo,caminar_agachado,F,7,src/sprites/caelum/rest/domingo/RSDOF7.png,256,256,128,244,"80,136,187,244"
domingo,caminar_agachado,G,7,src/sprites/caelum/rest/domingo/RSDOG7.png,256,256,128,244,"80,140,182,244"
