path,sha256,width,height,offset_x,offset_y
sprites/caelum/first_person/v1/hands/FH04A0.png,0e2ed5a32eb087fc18ca8b56da023e4a51dc6caf4b53105fba87c0b174bb72c5,320,200,160,32
sprites/caelum/first_person/v1/hands/FH05A0.png,1f23dca290a6807f668f5def7e986144502e6bcae516fb9d8e7414dc1975d3f3,320,200,160,32
sprites/caelum/first_person/v1/hands/FH06A0.png,ec1909352f5135bab88b56b0b2e7186e26e3c6c9a00498f0e472107e71ac9295,320,200,160,32
sprites/caelum/first_person/v1/hands/FH07A0.png,5bb4329d2bd52cebfc77013b0071308a0a7e028845fffa385ca0354a62f475cd,320,200,160,32
sprites/caelum/first_person/v1/hatchet/F021A0.png,e91a7d3a9a3c64988e28683e56db8c65799406ef50746fcd1bce22b5f42f87d2,320,200,160,32
sprites/caelum/first_person/v1/hatchet/F022A0.png,6f9270d9a125148510487995493e242e3165414fa056c810f1a8890389b246ab,320,200,160,32
sprites/caelum/first_person/v1/hatchet/F023A0.png,391b206b85fe67e5d735bfed3596fdfe71c35f367206de680eb3996114bf7d6e,320,200,160,32
sprites/caelum/first_person/v1/javelin/F041A0.png,02c8c3b37cdb6afa655eb8a93822e0a3aaa0ee1ba7180a60771f6c5c7327e1ac,320,200,160,32
sprites/caelum/first_person/v1/javelin/F042A0.png,ba375aa1007e4f9a910549e81146c2d61c700ff7ab9caec12235c411532ce952,320,200,160,32
sprites/caelum/first_person/v1/javelin/F043A0.png,9f095f56a9efd8e698aa80006d902e8cf928a9722aace96aa91814d41e797bd7,320,200,160,32
sprites/caelum/first_person/v1/longbow/F171A0.png,5dc103963108f473970d508ec61eb0e074860c180a2f14a1875dab88c49cf723,320,200,160,32
sprites/caelum/first_person/v1/longbow/F171B0.png,b45720b3167760ba6bf7790941014725bcc059ca0c17399204c144d10cfd7a66,320,200,160,32
sprites/caelum/first_person/v1/longbow/F171C0.png,49033d0ed41401af720222cb6e0e6aed4332b4a350d2b0fea2ea3955313a36cc,320,200,160,32
sprites/caelum/first_person/v1/longbow/F172A0.png,ea24da97b333826728503b9c1b5ef9c69a4e80ae6bfc8408a8a52190b797d188,320,200,160,32
sprites/caelum/first_person/v1/longbow/F172B0.png,b34a62fb6b6a70a569abb92bafc6eefc49a0d5c756edfedac1e4f1b2bf8f8784,320,200,160,32
sprites/caelum/first_person/v1/longbow/F172C0.png,5740031fd4e2c0c24dbc68aef73ccffad83790d92c0a2999dc714c54602b1a9d,320,200,160,32
sprites/caelum/first_person/v1/longbow/F173A0.png,aecb562586a26296cf020517911ab7f59fe39f3f8e2f292a4ea9cdce6509a191,320,200,160,32
sprites/caelum/first_person/v1/longbow/F173B0.png,c94bf89444310776864c1467f5eb2f994aeac87bd088c70953cbac75817f6ebd,320,200,160,32
sprites/caelum/first_person/v1/longbow/F173C0.png,25fbfe434ebef6be35ac8f47de11702714fb5e5fe7e4f598a9ab7ee010aa7fec,320,200,160,32
sprites/caelum/first_person/v1/machete/F031A0.png,15c07eeb70609673b3497d5670edfaf3c9749f8f1b38fa7e4e6fabb766faf24b,320,200,160,32
sprites/caelum/first_person/v1/machete/F032A0.png,31ad9926a5fb1a8642523f125c1a58f01b7a007ec7a010df8d92a74223a394f8,320,200,160,32
sprites/caelum/first_person/v1/machete/F033A0.png,3edf0b1f7beacf521d5abd63dbbd7badbd2b3fd0bdfa8a6acbc681663b6f3381,320,200,160,32
sprites/caelum/first_person/v1/spear/F081A0.png,e99de74346e8b54a0b6d3521ce453d54641bc37ce979ed6d2cdea5eeb19dc012,320,200,160,32
sprites/caelum/first_person/v1/spear/F082A0.png,401c1ac6beaf622fa39f725a7203203f5b0c6113bcc95110f3b1397af163217b,320,200,160,32
sprites/caelum/first_person/v1/spear/F083A0.png,ae5ae33c60710e5e9c7ab6536cd67d234826aece6c4d4283c3c196efda757841,320,200,160,32
sprites/caelum/first_person/v1/staff/F121A0.png,1a34bc109c9dd3d48ee23f34439f0103b44c27a5f6d1902391c1c97f566cf7ea,320,200,160,32
sprites/caelum/first_person/v1/staff/F122A0.png,858a398c5056a2101eec037e03778369c98fd480497f60b57726063058ef1e70,320,200,160,32
sprites/caelum/first_person/v1/staff/F123A0.png,8fc6f41ffa7e5308e7bc4ee3c0730df44ca2d28512d78d08ab134a026b72236c,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F161A0.png,a4fe4e934ee2af716ae881bde2583073922ed795bd9638bce4b3ff8261f4d86a,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F161B0.png,57d5b05661f8daf668049c41014496c97cdd5e3a3abda7e006ff1f6831366b92,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F161C0.png,da0857617d0a3e75166d4ed19490c8786a19792419b5d4a1bdbefae716a4fb4d,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F162A0.png,b4f34a6fd9820cbeb5b8ca374d9532d8aa1e7c6742207139a4d8df5b593affc7,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F162B0.png,f40f02266713328d4cfe24c6f9e29474e9fc37e758c29aced3c21652a07213fc,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F162C0.png,d85bbc092a8dfaf97c062d3a70c93eecfa09749a51daf2bb83e1d8bb618e1adc,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F163A0.png,843930b8cc406914fbdb8ca9a5cdf22ce5825ad178c8480424ee9e3066f64ef0,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F163B0.png,ff0a151e39f82eb092235c12871b97551ccd4da408ab016fde98953007722723,320,200,160,32
sprites/caelum/first_person/v1/standard_bow/F163C0.png,9cdacf054cc3c3093029ecceaed251f78f0145b8c119ba229616557745caa6fc,320,200,160,32
sprites/caelum/first_person/v1/statuette/F131A0.png,a8df5e440acd50cb4a95fe76010c4224d6094092b3866f0edb04c8e81d93af06,320,200,160,32
sprites/caelum/first_person/v1/statuette/F132A0.png,bc72bb58ad2084ad22e36d80c32fb89e3735f89ab715ba79078898485eff1f4b,320,200,160,32
sprites/caelum/first_person/v1/statuette/F133A0.png,2daba0e62a264117ec359227e2d8ac979a827d262ca58d64ae97d5e8865956d2,320,200,160,32
sprites/caelum/first_person/v1/sword/F051A0.png,a594f8efd0ce8b8fa671f79d694af24a7ac727edf2f0305ab64d00ebc455a03d,320,200,160,32
sprites/caelum/first_person/v1/sword/F052A0.png,3bd84f7f24102bb1d03881d1c9fa05baf421ce103d6ea08b26951b78fa2c61f3,320,200,160,32
sprites/caelum/first_person/v1/sword/F053A0.png,c181d6aed905561f679ba60be75aee7dbdf92ee8af973d09302b1540472a685f,320,200,160,32
sprites/caelum/first_person/v1/war_axe/F101A0.png,313d094761360020c7354477a9a6acc0d5f21477888522196d93f5184039180d,320,200,160,32
sprites/caelum/first_person/v1/war_axe/F102A0.png,58e4a0bfbe068bba5f9a1224cc1776b8b88861df04df3c6f893e7a9fe4c0e934,320,200,160,32
sprites/caelum/first_person/v1/war_axe/F103A0.png,5fd816cb21b2d036afdee8b3dd56e5daaa10a210b4f2af918b5381013706f7f6,320,200,160,32
